ID,Measure,Measure_type,Ethnicity,Ethnicity_type,Time,Time_Type,Region,Value,confidence_interval,Numerator,denominator,samp_size
15248_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2017,year,All,7.7,0.6,314000,4081100,21855
15260_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2017,year,East Midlands,7.2,2.2,16900,235200,1347
15272_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2017,year,East of England,5.6,1.8,17000,304000,1653
15287_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2017,year,London,8,1,136500,1716000,6855
15299_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2017,year,North East,8.8,3.6,4900,55100,588
15311_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2017,year,North West,9.2,1.8,30200,330000,2527
15324_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2017,year,Scotland,5.8,2.7,6800,115700,748
15336_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2017,year,South East,4.9,1.3,21700,438300,2756
15348_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2017,year,South West,7.4,2.8,9700,131600,837
15360_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2017,year,Wales,7.1,3,4400,61400,693
15374_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2017,year,West Midlands,9.1,1.8,40500,445900,2511
15386_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2017,year,Yorkshire and The Humber,10.3,2.6,25500,248100,1340
15398_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2017,year,All,10.2,1.4,74600,734300,4705
15402_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2017,year,East Midlands,7.6,5.8,2000,26000,197
15407_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2017,year,East of England,7.5,3.9,3400,45000,437
15415_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2017,year,London,9.3,2.8,21900,234700,1036
15418_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2017,year,North East,11.1,8.4,1200,10600,133
15425_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2017,year,North West,12.4,3.4,12300,99200,926
15428_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2017,year,Scotland,7.1,5.9,2300,31700,179
15432_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2017,year,South East,4.8,3.1,2700,54900,454
15439_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2017,year,West Midlands,11.8,3.9,14700,124000,644
15446_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2017,year,Yorkshire and The Humber,14,4.6,12400,88600,538
15449_unemployment_region,Unemployed,Percentage of individuals unemployed,Unknown,ONS 2011 5+1,2017,year,All,10.4,6.9,2400,23200,188
15462_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2017,year,All,3.9,0.1,1106100,28423100,205338
15476_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2017,year,East Midlands,4.1,0.6,88500,2136300,9537
15491_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2017,year,East of England,3.4,0.5,97500,2842900,13145
15506_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2017,year,London,3.8,0.5,117000,3065600,11971
15521_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2017,year,North East,6,0.6,73500,1216600,14424
15536_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2017,year,North West,4,0.4,128200,3227200,25377
15550_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2017,year,Scotland,4,0.4,105100,2630600,29715
15565_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2017,year,South East,3,0.3,127500,4272100,23767
15580_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2017,year,South West,3.1,0.4,83700,2730700,18587
15595_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2017,year,Wales,4.6,0.4,67100,1449500,25990
15610_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2017,year,West Midlands,4.5,0.5,108800,2405400,15650
15625_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2017,year,Yorkshire and The Humber,4.5,0.5,109300,2446200,17175
15640_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2017,year,All,3.9,0.1,1004100,25767700,193353
15654_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2017,year,East Midlands,3.8,0.6,75400,1958400,8903
15669_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2017,year,East of England,3.5,0.5,90300,2588400,12127
15684_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2017,year,London,3.8,0.6,80500,2124500,8887
15699_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2017,year,North East,6.1,0.6,72200,1186900,14124
15714_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2017,year,North West,4,0.4,123800,3076600,24442
15728_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2017,year,Scotland,4.1,0.4,99300,2440300,28523
15743_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2017,year,South East,3,0.4,115600,3905800,21988
15758_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2017,year,South West,3.1,0.4,78300,2545300,17629
15773_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2017,year,Wales,4.6,0.4,64900,1401100,25405
15788_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2017,year,West Midlands,4.5,0.5,100300,2234000,14841
15803_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2017,year,Yorkshire and The Humber,4.5,0.5,103500,2306300,16484
15818_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2017,year,All,3.8,0.5,102100,2655400,11985
15824_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2017,year,East Midlands,7.4,3.2,13100,178000,634
15831_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2017,year,East of England,2.8,1.6,7200,254500,1018
15845_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2017,year,London,3.9,1.1,36500,941100,3084
15850_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2017,year,North East,4.2,3.6,1300,29700,300
15857_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2017,year,North West,2.9,1.7,4400,150500,935
15866_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2017,year,Scotland,3.1,1.5,5800,190300,1192
15878_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2017,year,South East,3.3,1.3,11900,366300,1779
15886_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2017,year,South West,3,1.7,5500,185400,958
15893_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2017,year,Wales,4.4,2.6,2100,48400,585
15900_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2017,year,West Midlands,5,2.4,8500,171400,809
15907_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2017,year,Yorkshire and The Humber,4.2,2.4,5800,139900,691
15922_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2018,year,All,4.2,0.1,1360800,32681300,222088
15937_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2018,year,East Midlands,4.5,0.4,107700,2397000,10911
15952_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2018,year,East of England,3.5,0.3,111000,3172900,14564
15967_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2018,year,London,5,0.3,241600,4861400,17577
15982_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2018,year,North East,5.3,0.4,67800,1270800,15068
15997_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2018,year,North West,4,0.2,143600,3576500,27911
16012_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2018,year,Scotland,4.3,0.2,117200,2755600,30110
16027_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2018,year,South East,3.4,0.2,159700,4690100,24705
16042_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2018,year,South West,3.1,0.2,88600,2857900,19077
16057_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2018,year,Wales,4.5,0.3,68300,1526900,25930
16072_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2018,year,West Midlands,4.7,0.3,135100,2882900,18305
16087_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2018,year,Yorkshire and The Humber,4.5,0.3,120200,2689300,17930
16101_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2018,year,All,6.2,0.7,138800,2250500,12095
16109_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2018,year,East Midlands,4.7,2.2,7100,153400,853
16117_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2018,year,East of England,4.4,2.2,6500,148100,851
16131_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2018,year,London,5.8,1.3,49100,845400,2968
16136_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2018,year,North East,5.5,4.1,1600,28500,302
16148_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2018,year,North West,8.1,2,17900,220900,1862
16154_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2018,year,Scotland,4.9,3.2,2700,55400,441
16166_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2018,year,South East,6.9,2,18000,262100,1608
16171_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2018,year,South West,3.9,2.9,2400,62200,423
16176_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2018,year,Wales,6.6,4.2,2000,30900,335
16188_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2018,year,West Midlands,6.8,2,19100,282300,1578
16196_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2018,year,Yorkshire and The Humber,7.6,2.8,12200,161200,874
16210_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2018,year,All,6.1,1.4,33500,553200,2835
16213_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2018,year,East Midlands,7.4,7,1900,25800,135
16215_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2018,year,East of England,5.2,4.8,2300,44100,209
16222_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2018,year,London,6.6,2.6,15400,233900,846
16226_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2018,year,North West,5,4.1,1700,34800,270
16229_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2018,year,Scotland,6.3,6.1,1200,18600,152
16232_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2018,year,South East,6.5,3.6,5600,85900,450
16235_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2018,year,South West,5.2,5,1400,27300,191
16238_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2018,year,Wales,6.3,5.6,900,14300,177
16240_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2018,year,West Midlands,3.2,4.2,1000,31500,174
16241_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2018,year,Yorkshire and The Humber,4.8,5.7,1300,27100,133
16254_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2018,year,All,8.8,1.3,91900,1046500,4841
16258_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2018,year,East Midlands,10.6,5.3,6500,61900,319
16263_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2018,year,East of England,2.4,2.4,1800,75000,407
16278_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2018,year,London,10.5,2.2,53400,508300,1852
16281_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2018,year,North East,9.8,8.9,900,9000,107
16285_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2018,year,North West,5.3,3.3,3800,72000,455
16288_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2018,year,Scotland,20,10.7,4900,24400,134
16292_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2018,year,South East,4.3,3,3600,83500,441
16295_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2018,year,South West,3,4,900,30500,178
16296_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2018,year,Wales,11.1,8.1,1300,12100,144
16302_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2018,year,West Midlands,9.6,3.6,12900,134700,631
16306_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2018,year,Yorkshire and The Humber,5.3,5.3,1900,35300,173
16318_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2018,year,All,4.3,0.9,39200,912000,4542
16325_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2018,year,East Midlands,3.8,2.6,3700,97000,515
16329_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2018,year,East of England,3.8,3.8,2200,59400,240
16339_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2018,year,London,3.6,1.7,12900,360100,1193
16345_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2018,year,North West,3.7,2.5,2300,63000,539
16348_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2018,year,Scotland,8.3,8.3,1100,13300,106
16353_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2018,year,South East,4.8,2.6,5200,108800,657
16357_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2018,year,South West,2.1,3.3,500,25400,177
16362_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2018,year,West Midlands,7.1,2.9,9200,129100,772
16366_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2018,year,Yorkshire and The Humber,3.7,4,1500,41100,209
16378_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2018,year,All,7,1.8,28000,397200,1837
16381_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2018,year,East Midlands,8.2,8.3,1700,21100,105
16382_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2018,year,East of England,6,5.7,2500,41500,168
16387_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2018,year,London,7.6,3.8,11400,150200,465
16390_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2018,year,North West,1.7,3,500,27500,188
16393_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2018,year,South East,2.4,3.1,1100,47500,236
16396_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2018,year,South West,6.9,6.8,1600,23800,133
16397_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2018,year,Wales,7.4,7.8,800,11200,107
16398_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2018,year,West Midlands,11.4,8,3100,27100,152
16399_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2018,year,Yorkshire and The Humber,5.6,6.1,1700,29600,135
16411_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2018,year,All,7.5,1.6,40100,537000,2757
16414_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2018,year,East Midlands,5,6.6,1000,20200,104
16416_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2018,year,East of England,1.8,3.2,700,39800,159
16424_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2018,year,London,7,2.5,17500,249900,1021
16427_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2018,year,North East,11.2,8.9,1100,10000,122
16429_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2018,year,North West,13.4,6.6,5100,38000,252
16432_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2018,year,Scotland,10.2,8,1700,17000,139
16434_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2018,year,South East,5.5,4,3600,65900,319
16437_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2018,year,South West,7.6,6.6,1600,21600,155
16438_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2018,year,Wales,5.6,6.3,600,10800,126
16440_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2018,year,West Midlands,10.7,6.5,3800,35800,217
16444_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2018,year,Yorkshire and The Humber,11.7,8.3,3300,28200,143
16457_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2018,year,All,7.1,0.5,298800,4231200,21530
16469_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2018,year,East Midlands,6.4,2,16400,256500,1381
16483_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2018,year,East of England,3.8,1.5,11500,304400,1585
16498_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2018,year,London,7.5,1,131400,1753700,6306
16510_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2018,year,North East,8.5,3.6,4400,52100,582
16522_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2018,year,North West,7.6,1.6,27300,358400,2757
16536_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2018,year,Scotland,11,3.4,12100,109800,811
16550_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2018,year,South East,5.7,1.4,26300,459000,2604
16561_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2018,year,South West,4.8,2.2,6600,138100,889
16573_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2018,year,Wales,7.4,3,4800,65000,712
16585_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2018,year,West Midlands,8.1,1.7,39000,480000,2578
16597_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2018,year,Yorkshire and The Humber,7.5,2.2,19000,254300,1325
16609_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2018,year,All,8.4,1.3,66000,785400,4718
16613_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2018,year,East Midlands,5.1,4.8,1600,30600,203
16618_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2018,year,East of England,4.4,3.2,1900,44700,402
16626_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2018,year,London,8.3,2.8,20900,251500,929
16629_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2018,year,North East,2.3,4,300,10900,139
16637_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2018,year,North West,11.2,3,13800,123100,1053
16641_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2018,year,Scotland,1.8,3.1,400,23500,183
16645_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2018,year,South East,10.6,4.3,7100,67400,501
16652_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2018,year,West Midlands,7.3,3.2,8900,121700,632
16659_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2018,year,Yorkshire and The Humber,10.1,4,9400,93000,532
16662_unemployment_region,Unemployed,Percentage of individuals unemployed,Unknown,ONS 2011 5+1,2018,year,All,4.1,4.4,1100,26700,194
16676_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2018,year,All,3.7,0.1,1060900,28423400,200364
16691_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2018,year,East Midlands,4.3,0.6,91300,2140200,9524
16706_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2018,year,East of England,3.5,0.5,99400,2868100,12976
16721_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2018,year,London,3.5,0.5,109500,3097200,11228
16736_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2018,year,North East,5.2,0.6,63300,1218600,14484
16751_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2018,year,North West,3.6,0.4,116300,3210700,25107
16766_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2018,year,Scotland,4,0.4,105100,2644500,29275
16781_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2018,year,South East,3.2,0.4,133200,4226700,22070
16796_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2018,year,South West,3,0.4,81900,2719000,18180
16811_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2018,year,Wales,4.3,0.4,63500,1461900,25207
16826_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2018,year,West Midlands,4,0.5,96200,2402200,15716
16841_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2018,year,Yorkshire and The Humber,4.2,0.5,101200,2434400,16597
16856_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2018,year,All,3.8,0.1,971400,25810300,188979
16871_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2018,year,East Midlands,4.3,0.7,84200,1964300,8890
16886_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2018,year,East of England,3.5,0.5,91500,2596400,11888
16901_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2018,year,London,3.5,0.6,76400,2168100,8461
16916_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2018,year,North East,5.2,0.6,61100,1185100,14188
16931_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2018,year,North West,3.7,0.4,112500,3063000,24246
16946_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2018,year,Scotland,3.8,0.4,94400,2453000,28061
16961_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2018,year,South East,3.2,0.4,123200,3894300,20517
16976_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2018,year,South West,3,0.4,77000,2540200,17264
16991_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2018,year,Wales,4.3,0.4,61200,1411500,24615
17006_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2018,year,West Midlands,4.2,0.5,93300,2230400,14885
17021_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2018,year,Yorkshire and The Humber,4.2,0.5,96700,2303900,15964
17036_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2018,year,All,3.4,0.5,89500,2613100,11385
17042_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2018,year,East Midlands,4.1,2.4,7100,175800,634
17050_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2018,year,East of England,2.9,1.6,8000,271700,1088
17062_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2018,year,London,3.6,1.1,33200,929000,2767
17066_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2018,year,North East,6.4,4.4,2100,33500,296
17074_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2018,year,North West,2.6,1.7,3800,147700,861
17084_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2018,year,Scotland,5.6,2,10700,191500,1214
17094_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2018,year,South East,3,1.3,10000,332400,1553
17102_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2018,year,South West,2.8,1.7,5000,178800,916
17109_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2018,year,Wales,4.6,2.7,2300,50400,592
17115_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2018,year,West Midlands,1.7,1.4,2900,171900,831
17122_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2018,year,Yorkshire and The Humber,3.4,2.2,4500,130400,633
17137_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2019,year,All,3.9,0.1,1287300,32968300,214169
17152_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2019,year,East Midlands,3.7,0.4,91600,2453400,10367
17167_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2019,year,East of England,3.2,0.3,102900,3192200,14437
17182_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2019,year,London,4.6,0.3,224400,4893600,16173
17197_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2019,year,North East,5.8,0.4,73300,1268800,14497
17212_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2019,year,North West,4.1,0.2,147300,3609600,26532
17227_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2019,year,Scotland,3.5,0.2,95800,2759700,29513
17242_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2019,year,South East,3,0.2,144500,4782300,24333
17257_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2019,year,South West,3.1,0.3,87900,2871600,18023
17272_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2019,year,Wales,4.1,0.2,61800,1523800,24875
17287_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2019,year,West Midlands,4.8,0.3,138800,2914700,17868
17302_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2019,year,Yorkshire and The Humber,4.4,0.3,118900,2698700,17551
17317_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2019,year,All,5.9,0.7,135700,2308500,11992
